id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id,days_to_pay,days_overdue_actual,status,current_days_overdue,issue_month,simulated_writeoff_date
12751,482313,567427.0,2022-07-25,2022-09-23,,pKey9MQ59wyF6GhjWM5p,,,Overdue,38.0,2022-07,2022-12-22
12752,116662,137249.0,2022-07-25,2022-09-23,,pKey9MQ59wyF6GhjWM5p,,,Overdue,38.0,2022-07,2022-12-22
12753,32443,38168.0,2022-07-25,2022-09-23,,pKey9MQ59wyF6GhjWM5p,,,Overdue,38.0,2022-07,2022-12-22
12754,16320,0.0,2022-07-25,2022-09-23,2022-10-03,lujY0rUNVzvx80az3nKf,70.0,10.0,Paid,,2022-07,2022-12-22
12755,28050,0.0,2022-07-25,2022-09-23,2022-10-03,lujY0rUNVzvx80az3nKf,70.0,10.0,Paid,,2022-07,2022-12-22
12756,1919657,0.0,2022-07-25,2022-08-24,2022-09-03,xmKby8JBWyWXS3R1EAax,40.0,10.0,Paid,,2022-07,2022-11-22
12757,29874,0.0,2022-07-25,2022-08-24,2022-09-03,gamjAwI3VnxuEuLD7mwT,40.0,10.0,Paid,,2022-07,2022-11-22
12758,1740040,0.0,2022-07-25,2022-08-24,2022-09-03,xmKby8JBWyWXS3R1EAax,40.0,10.0,Paid,,2022-07,2022-11-22
12759,1949401,0.0,2022-07-25,2022-09-23,2022-09-13,6tYO4at7N5JO1d9w8S2t,50.0,-10.0,Paid,,2022-07,2022-12-22
12760,1156488,0.0,2022-07-25,2022-09-08,2022-09-22,h7ynoQRLTYtE3BJzpMBi,59.0,14.0,Paid,,2022-07,2022-12-07
12761,13992,0.0,2022-07-25,2022-08-24,2022-10-14,gamjAwI3VnxuEuLD7mwT,81.0,51.0,Paid,,2022-07,2022-11-22
12762,181142,0.0,2022-07-25,2022-08-24,2022-10-13,gamjAwI3VnxuEuLD7mwT,80.0,50.0,Paid,,2022-07,2022-11-22
12763,26178,0.0,2022-07-25,2022-08-24,2022-10-13,gamjAwI3VnxuEuLD7mwT,80.0,50.0,Paid,,2022-07,2022-11-22
12764,114750,0.0,2022-07-25,2022-08-24,2022-10-07,DIwztkCu9RQiiORlmgvJ,74.0,44.0,Paid,,2022-07,2022-11-22
12765,183108,0.0,2022-07-25,2022-09-23,2022-10-21,pKey9MQ59wyF6GhjWM5p,88.0,28.0,Paid,,2022-07,2022-12-22
12766,175624,0.0,2022-07-25,2022-09-23,2022-10-21,pKey9MQ59wyF6GhjWM5p,88.0,28.0,Paid,,2022-07,2022-12-22
12767,183108,0.0,2022-07-25,2022-09-23,2022-10-21,pKey9MQ59wyF6GhjWM5p,88.0,28.0,Paid,,2022-07,2022-12-22
12768,175396,0.0,2022-07-25,2022-09-23,2022-10-21,pKey9MQ59wyF6GhjWM5p,88.0,28.0,Paid,,2022-07,2022-12-22
12769,182899,0.0,2022-07-25,2022-08-09,2022-10-19,ENviP7spAuoz3JTwzNRJ,86.0,71.0,Paid,,2022-07,2022-11-07
12770,176304,0.0,2022-07-25,2022-08-09,2022-10-19,ENviP7spAuoz3JTwzNRJ,86.0,71.0,Paid,,2022-07,2022-11-07
12771,264891,0.0,2022-07-25,2022-09-23,2022-10-14,us6VYOfxGVf591sjl00g,81.0,21.0,Paid,,2022-07,2022-12-22
12772,13260,0.0,2022-07-25,2022-08-24,2022-08-26,r9YqcgKpg4zdnc62GstX,32.0,2.0,Paid,,2022-07,2022-11-22
12773,15173,0.0,2022-07-25,2022-08-24,2022-08-26,r9YqcgKpg4zdnc62GstX,32.0,2.0,Paid,,2022-07,2022-11-22
12774,19679,0.0,2022-07-25,2022-07-25,2022-07-25,4BdbgDoApw1nD0kmtVkM,0.0,0.0,Paid,,2022-07,2022-10-23
12775,52275,0.0,2022-07-25,2022-07-25,2022-07-25,SZWgGWpqZEIdJEA1oCB1,0.0,0.0,Paid,,2022-07,2022-10-23
12776,62645,0.0,2022-07-25,2022-08-09,2022-08-23,ZBKSXRPOv8GvoadqDZMt,29.0,14.0,Paid,,2022-07,2022-11-07
12777,62645,0.0,2022-07-25,2022-08-09,2022-08-23,ZBKSXRPOv8GvoadqDZMt,29.0,14.0,Paid,,2022-07,2022-11-07
12778,10200,0.0,2022-07-25,2022-08-09,2022-08-23,ZBKSXRPOv8GvoadqDZMt,29.0,14.0,Paid,,2022-07,2022-11-07
12779,29988,0.0,2022-07-25,2022-08-09,2022-08-11,1U0oPxCXNYlXpv0r0iqK,17.0,2.0,Paid,,2022-07,2022-11-07
12780,90647,0.0,2022-07-25,2022-08-24,2022-09-12,gamjAwI3VnxuEuLD7mwT,49.0,19.0,Paid,,2022-07,2022-11-22
12781,21339,0.0,2022-07-25,2022-08-24,2022-09-09,gamjAwI3VnxuEuLD7mwT,46.0,16.0,Paid,,2022-07,2022-11-22
12782,27741,0.0,2022-07-25,2022-08-24,2022-09-09,gamjAwI3VnxuEuLD7mwT,46.0,16.0,Paid,,2022-07,2022-11-22
12783,12804,0.0,2022-07-25,2022-08-24,2022-09-09,gamjAwI3VnxuEuLD7mwT,46.0,16.0,Paid,,2022-07,2022-11-22
12784,12804,0.0,2022-07-25,2022-08-24,2022-09-09,gamjAwI3VnxuEuLD7mwT,46.0,16.0,Paid,,2022-07,2022-11-22
12785,9432,0.0,2022-07-25,2022-08-09,2022-08-25,d5DNdYe04BpkyOmMve3H,31.0,16.0,Paid,,2022-07,2022-11-07
12786,100948,118762.0,2022-07-25,2022-09-08,,uptQkmBNsaUieQyCHloX,,,Overdue,53.0,2022-07,2022-12-07
12787,113132,133097.0,2022-07-25,2022-09-08,,uptQkmBNsaUieQyCHloX,,,Overdue,53.0,2022-07,2022-12-07
12788,179387,211043.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12789,179387,211043.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12790,180736,212631.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12791,187408,220480.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12792,180436,212278.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12793,171666,201960.0,2022-07-25,2022-09-23,,nELQW5vJOSBCgiwHissH,,,Overdue,38.0,2022-07,2022-12-22
12794,42075,14500.0,2022-07-25,2022-08-24,,PtKripUGrgWtvMK5zvmV,,,Overdue,68.0,2022-07,2022-11-22
12795,1925318,28472.0,2022-07-25,2022-09-23,,NAjIqWHdkYIerr4y239b,,,Overdue,38.0,2022-07,2022-12-22
12796,139889,164575.0,2022-07-26,2022-09-24,,pKey9MQ59wyF6GhjWM5p,,,Overdue,37.0,2022-07,2022-12-23
12797,1026491,907197.0,2022-07-26,2022-09-24,,pKey9MQ59wyF6GhjWM5p,,,Overdue,37.0,2022-07,2022-12-23
12798,47600,0.0,2022-07-26,2022-08-25,2022-10-04,WJFEkTAbSCN4Qb5skWzo,70.0,40.0,Paid,,2022-07,2022-11-23
12799,299200,0.0,2022-07-26,2022-08-25,2022-10-04,WJFEkTAbSCN4Qb5skWzo,70.0,40.0,Paid,,2022-07,2022-11-23
12800,100980,0.0,2022-07-26,2022-09-24,2022-10-03,lujY0rUNVzvx80az3nKf,69.0,9.0,Paid,,2022-07,2022-12-23
12801,35955,0.0,2022-07-26,2022-09-24,2022-10-03,lujY0rUNVzvx80az3nKf,69.0,9.0,Paid,,2022-07,2022-12-23
12802,90589,0.0,2022-07-26,2022-09-24,2022-11-01,SxshkvCKYjqunlbVVWa3,98.0,38.0,Paid,,2022-07,2022-12-23
12803,23817,0.0,2022-07-26,2022-08-25,2022-11-09,xe7F7H9RXXlM7hPB3T6O,106.0,76.0,Paid,,2022-07,2022-11-23
12804,1732721,0.0,2022-07-26,2022-08-25,2022-09-03,xmKby8JBWyWXS3R1EAax,39.0,9.0,Paid,,2022-07,2022-11-23
12805,122446,0.0,2022-07-26,2022-08-25,2022-09-03,YmYrphVjZAgTA59RoGm5,39.0,9.0,Paid,,2022-07,2022-11-23
12806,1600710,926689.0,2022-07-26,2022-08-10,,Tkl1D54OvG7QYmj2TYXB,,,Overdue,82.0,2022-07,2022-11-08
12807,87040,1736.0,2022-07-26,2022-09-24,,UG1QFValPZbnJysHJtsk,,,Overdue,37.0,2022-07,2022-12-23
12808,232897,0.0,2022-07-26,2022-08-25,2022-10-13,gamjAwI3VnxuEuLD7mwT,79.0,49.0,Paid,,2022-07,2022-11-23
12809,296956,0.0,2022-07-26,2022-09-09,2022-10-13,iWEOP3YWvAUj6Gg2B4oO,79.0,34.0,Paid,,2022-07,2022-12-08
12810,1232639,0.0,2022-07-26,2022-09-24,2022-10-21,pKey9MQ59wyF6GhjWM5p,87.0,27.0,Paid,,2022-07,2022-12-23
12811,525102,0.0,2022-07-26,2022-09-24,2022-10-14,us6VYOfxGVf591sjl00g,80.0,20.0,Paid,,2022-07,2022-12-23
12812,226636,0.0,2022-07-26,2022-09-24,2022-10-14,us6VYOfxGVf591sjl00g,80.0,20.0,Paid,,2022-07,2022-12-23
12813,24310,0.0,2022-07-26,2022-08-10,2022-07-28,cl5ZgL0xjWOn8vapJzxD,2.0,-13.0,Paid,,2022-07,2022-11-08
12814,13090,0.0,2022-07-26,2022-08-10,2022-07-28,cl5ZgL0xjWOn8vapJzxD,2.0,-13.0,Paid,,2022-07,2022-11-08
12815,24310,0.0,2022-07-26,2022-08-10,2022-07-28,cl5ZgL0xjWOn8vapJzxD,2.0,-13.0,Paid,,2022-07,2022-11-08
12816,22440,0.0,2022-07-26,2022-08-10,2022-07-28,cl5ZgL0xjWOn8vapJzxD,2.0,-13.0,Paid,,2022-07,2022-11-08
12817,24310,0.0,2022-07-26,2022-08-10,2022-07-28,cl5ZgL0xjWOn8vapJzxD,2.0,-13.0,Paid,,2022-07,2022-11-08
12818,1803286,2108577.0,2022-07-26,2022-08-25,,SxshkvCKYjqunlbVVWa3,,,Overdue,67.0,2022-07,2022-11-23
12819,147341,0.0,2022-07-26,2022-08-10,2022-09-01,1EFMYl6hw6777jpa0esk,37.0,22.0,Paid,,2022-07,2022-11-08
12820,35552,0.0,2022-07-26,2022-08-10,2022-08-25,d5DNdYe04BpkyOmMve3H,30.0,15.0,Paid,,2022-07,2022-11-08
12821,9991,0.0,2022-07-26,2022-08-10,2022-08-25,d5DNdYe04BpkyOmMve3H,30.0,15.0,Paid,,2022-07,2022-11-08
12822,60404,0.0,2022-07-26,2022-08-10,2022-08-25,d5DNdYe04BpkyOmMve3H,30.0,15.0,Paid,,2022-07,2022-11-08
12823,9815,0.0,2022-07-26,2022-08-10,2022-08-25,d5DNdYe04BpkyOmMve3H,30.0,15.0,Paid,,2022-07,2022-11-08
12824,451502,531179.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12825,220729,259681.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12826,110364,129840.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12827,5617,6608.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12828,5617,6608.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12829,248320,292141.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12830,104193,122580.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12831,441456,519360.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12832,5617,6608.0,2022-07-26,2022-09-24,,urA8oi9jXtdxFnG8UaWK,,,Overdue,37.0,2022-07,2022-12-23
12833,2075523,2441792.0,2022-07-26,2022-09-24,,pKey9MQ59wyF6GhjWM5p,,,Overdue,37.0,2022-07,2022-12-23
12834,340854,401005.0,2022-07-26,2022-09-24,,nELQW5vJOSBCgiwHissH,,,Overdue,37.0,2022-07,2022-12-23
12835,315907,371655.0,2022-07-26,2022-09-24,,nELQW5vJOSBCgiwHissH,,,Overdue,37.0,2022-07,2022-12-23
12836,356797,419761.0,2022-07-26,2022-09-24,,nELQW5vJOSBCgiwHissH,,,Overdue,37.0,2022-07,2022-12-23
12837,275164,323722.0,2022-07-26,2022-09-24,,nELQW5vJOSBCgiwHissH,,,Overdue,37.0,2022-07,2022-12-23
12838,301735,354982.0,2022-07-26,2022-09-24,,nELQW5vJOSBCgiwHissH,,,Overdue,37.0,2022-07,2022-12-23
12839,268133,91809.0,2022-07-26,2022-08-25,,xe7F7H9RXXlM7hPB3T6O,,,Overdue,67.0,2022-07,2022-11-23
12840,140310,165070.0,2022-07-26,2022-09-24,,pKey9MQ59wyF6GhjWM5p,,,Overdue,37.0,2022-07,2022-12-23
12841,11008,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12842,21420,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12843,17850,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12844,21420,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12845,21420,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12846,21420,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12847,16065,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12848,24990,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12849,21420,0.0,2022-07-26,2022-08-25,2022-09-02,yAb66ZhVCO0GgsNyK1lG,38.0,8.0,Paid,,2022-07,2022-11-23
12850,71400,0.0,2022-07-26,2022-08-20,2022-09-23,zwFmuj7p6kSPheLzMiSm,59.0,34.0,Paid,,2022-07,2022-11-18
12851,390922,0.0,2022-07-26,2022-09-24,2022-09-05,FglbGlcY4DTO2EwG2tpG,41.0,-19.0,Paid,,2022-07,2022-12-23
12852,536818,631551.0,2022-07-27,2022-09-25,,pKey9MQ59wyF6GhjWM5p,,,Overdue,36.0,2022-07,2022-12-24
12853,269606,317184.0,2022-07-27,2022-09-25,,pKey9MQ59wyF6GhjWM5p,,,Overdue,36.0,2022-07,2022-12-24
12854,31110,0.0,2022-07-27,2022-09-25,2022-10-03,lujY0rUNVzvx80az3nKf,68.0,8.0,Paid,,2022-07,2022-12-24
12855,671666,0.0,2022-07-27,2022-08-26,2022-08-29,CV9sZ9Quxk5hak55xpYH,33.0,3.0,Paid,,2022-07,2022-11-24
12856,1961267,0.0,2022-07-27,2022-08-26,2022-09-17,Yt0LfCSjNzRB6EiTVURV,52.0,22.0,Paid,,2022-07,2022-11-24
12857,21264,0.0,2022-07-27,2022-09-25,2022-11-18,jotXPm0ujkOLCDOQHCfM,114.0,54.0,Paid,,2022-07,2022-12-24
12858,182878,0.0,2022-07-27,2022-09-25,2022-10-21,pKey9MQ59wyF6GhjWM5p,86.0,26.0,Paid,,2022-07,2022-12-24
12859,175777,0.0,2022-07-27,2022-09-25,2022-10-21,pKey9MQ59wyF6GhjWM5p,86.0,26.0,Paid,,2022-07,2022-12-24
12860,144131,0.0,2022-07-27,2022-09-25,2022-10-21,pKey9MQ59wyF6GhjWM5p,86.0,26.0,Paid,,2022-07,2022-12-24
12861,425222,0.0,2022-07-27,2022-08-26,2022-10-21,gamjAwI3VnxuEuLD7mwT,86.0,56.0,Paid,,2022-07,2022-11-24
12862,21815,0.0,2022-07-27,2022-08-26,2022-10-15,gamjAwI3VnxuEuLD7mwT,80.0,50.0,Paid,,2022-07,2022-11-24
12863,67703,79650.0,2022-07-27,2022-08-26,,YlSPAu3aK78P2mFIcKzz,,,Overdue,66.0,2022-07,2022-11-24
12864,1139719,0.0,2022-07-27,2022-08-31,2022-08-30,NF2WnDtKnpYIlqslEH3b,34.0,-1.0,Paid,,2022-07,2022-11-29
12865,1957129,0.0,2022-07-27,2022-08-26,2022-08-30,HLUslwehShXXm2GybJqs,34.0,4.0,Paid,,2022-07,2022-11-24
12866,29874,0.0,2022-07-27,2022-08-26,2022-09-09,gamjAwI3VnxuEuLD7mwT,44.0,14.0,Paid,,2022-07,2022-11-24
12867,20569,24199.0,2022-07-27,2022-09-10,,uptQkmBNsaUieQyCHloX,,,Overdue,51.0,2022-07,2022-12-09
12868,1469856,1729242.0,2022-07-27,2022-09-25,,5zZIVGvdZnHWy55ptlSZ,,,Overdue,36.0,2022-07,2022-12-24
12869,179237,210867.0,2022-07-27,2022-09-25,,nELQW5vJOSBCgiwHissH,,,Overdue,36.0,2022-07,2022-12-24
12870,187633,220745.0,2022-07-27,2022-09-25,,nELQW5vJOSBCgiwHissH,,,Overdue,36.0,2022-07,2022-12-24
12871,179987,211749.0,2022-07-27,2022-09-25,,nELQW5vJOSBCgiwHissH,,,Overdue,36.0,2022-07,2022-12-24
12872,179987,211749.0,2022-07-27,2022-09-25,,nELQW5vJOSBCgiwHissH,,,Overdue,36.0,2022-07,2022-12-24
12873,179987,211749.0,2022-07-27,2022-09-25,,nELQW5vJOSBCgiwHissH,,,Overdue,36.0,2022-07,2022-12-24
12874,126905,0.0,2022-07-27,2022-08-26,2022-09-23,gamjAwI3VnxuEuLD7mwT,58.0,28.0,Paid,,2022-07,2022-11-24
12875,8670,0.0,2022-07-27,2022-09-25,2022-09-27,ZvIIpKBybDVQ8CHkE0kE,62.0,2.0,Paid,,2022-07,2022-12-24
12876,40120,47200.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12877,31019,36493.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12878,138733,163215.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12879,40753,47945.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12880,141886,166925.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12881,102000,115000.0,2022-07-28,2022-08-27,,DIwztkCu9RQiiORlmgvJ,,,Overdue,65.0,2022-07,2022-11-25
12882,84150,0.0,2022-07-28,2022-09-26,2022-10-03,lujY0rUNVzvx80az3nKf,67.0,7.0,Paid,,2022-07,2022-12-25
12883,148470,0.0,2022-07-28,2022-09-11,2022-10-29,PJO2Zg4BHMim98veujFY,93.0,48.0,Paid,,2022-07,2022-12-10
12884,1819688,0.0,2022-07-28,2022-08-27,2022-09-06,eySe3iDDwV95NL97TZh0,40.0,10.0,Paid,,2022-07,2022-11-25
12885,122446,0.0,2022-07-28,2022-08-27,2022-09-03,YmYrphVjZAgTA59RoGm5,37.0,7.0,Paid,,2022-07,2022-11-25
12886,122446,0.0,2022-07-28,2022-08-27,2022-09-21,YmYrphVjZAgTA59RoGm5,55.0,25.0,Paid,,2022-07,2022-11-25
12887,1757619,0.0,2022-07-28,2022-09-26,2022-10-07,6tYO4at7N5JO1d9w8S2t,71.0,11.0,Paid,,2022-07,2022-12-25
12888,238614,0.0,2022-07-28,2022-08-27,2022-10-07,gamjAwI3VnxuEuLD7mwT,71.0,41.0,Paid,,2022-07,2022-11-25
12889,37211,0.0,2022-07-28,2022-09-26,2022-10-21,pKey9MQ59wyF6GhjWM5p,85.0,25.0,Paid,,2022-07,2022-12-25
12890,127810,150365.0,2022-07-28,2022-09-26,,X7KDoztwcxzysJxWh3cv,,,Overdue,35.0,2022-07,2022-12-25
12891,63941,75225.0,2022-07-28,2022-08-27,,YlSPAu3aK78P2mFIcKzz,,,Overdue,65.0,2022-07,2022-11-25
12892,1767385,0.0,2022-07-28,2022-08-27,2022-08-29,L2HMMhjRCKVXNFo0fEia,32.0,2.0,Paid,,2022-07,2022-11-25
12893,81923,0.0,2022-07-28,2022-08-12,2022-08-11,1U0oPxCXNYlXpv0r0iqK,14.0,-1.0,Paid,,2022-07,2022-11-10
12894,89623,0.0,2022-07-28,2022-08-27,2022-09-09,gamjAwI3VnxuEuLD7mwT,43.0,13.0,Paid,,2022-07,2022-11-25
12895,42601,50119.0,2022-07-28,2022-08-27,,ZpV81GjkqrGktBK9SlSt,,,Overdue,65.0,2022-07,2022-11-25
12896,249094,115701.0,2022-07-28,2022-08-27,,D4bFaxNFpDnPjx2VXrrH,,,Overdue,65.0,2022-07,2022-11-25
12897,211507,248832.0,2022-07-28,2022-09-26,,tjFgcJam1OWEoFS8j0FH,,,Overdue,35.0,2022-07,2022-12-25
12898,333621,392495.0,2022-07-28,2022-09-26,,nELQW5vJOSBCgiwHissH,,,Overdue,35.0,2022-07,2022-12-25
12899,311035,365924.0,2022-07-28,2022-09-26,,nELQW5vJOSBCgiwHissH,,,Overdue,35.0,2022-07,2022-12-25
12900,314282,369744.0,2022-07-28,2022-09-26,,nELQW5vJOSBCgiwHissH,,,Overdue,35.0,2022-07,2022-12-25
12901,321664,378428.0,2022-07-28,2022-09-26,,nELQW5vJOSBCgiwHissH,,,Overdue,35.0,2022-07,2022-12-25
12902,295092,347167.0,2022-07-28,2022-09-26,,nELQW5vJOSBCgiwHissH,,,Overdue,35.0,2022-07,2022-12-25
12903,138339,162752.0,2022-07-28,2022-09-26,,pKey9MQ59wyF6GhjWM5p,,,Overdue,35.0,2022-07,2022-12-25
12904,24990,0.0,2022-07-28,2022-08-27,2022-09-02,yAb66ZhVCO0GgsNyK1lG,36.0,6.0,Paid,,2022-07,2022-11-25
12905,21420,0.0,2022-07-28,2022-08-27,2022-09-02,yAb66ZhVCO0GgsNyK1lG,36.0,6.0,Paid,,2022-07,2022-11-25
12906,741578,0.0,2022-07-28,2022-09-26,2022-09-27,Cdi1XUsXJcXa3th2cuA8,61.0,1.0,Paid,,2022-07,2022-12-25
12907,31770,0.0,2022-07-28,2022-09-26,2022-09-27,Cdi1XUsXJcXa3th2cuA8,61.0,1.0,Paid,,2022-07,2022-12-25
12908,545976,0.0,2022-07-28,2022-09-26,2022-09-27,Cdi1XUsXJcXa3th2cuA8,61.0,1.0,Paid,,2022-07,2022-12-25
12909,262874,0.0,2022-07-28,2022-08-27,2022-09-23,gamjAwI3VnxuEuLD7mwT,57.0,27.0,Paid,,2022-07,2022-11-25
12910,81419,0.0,2022-07-28,2022-09-26,2022-09-30,PJO2Zg4BHMim98veujFY,64.0,4.0,Paid,,2022-07,2022-12-25
12911,27625,0.0,2022-07-29,2022-08-28,2022-10-06,2CfjuuzR2p8ql4By6VEn,69.0,39.0,Paid,,2022-07,2022-11-26
12912,27625,0.0,2022-07-29,2022-08-28,2022-10-06,2CfjuuzR2p8ql4By6VEn,69.0,39.0,Paid,,2022-07,2022-11-26
12913,27625,0.0,2022-07-29,2022-08-28,2022-10-06,2CfjuuzR2p8ql4By6VEn,69.0,39.0,Paid,,2022-07,2022-11-26
12914,27625,0.0,2022-07-29,2022-08-28,2022-10-06,2CfjuuzR2p8ql4By6VEn,69.0,39.0,Paid,,2022-07,2022-11-26
12915,21420,0.0,2022-07-29,2022-08-28,2022-10-29,yAb66ZhVCO0GgsNyK1lG,92.0,62.0,Paid,,2022-07,2022-11-26
12916,164254,0.0,2022-07-29,2022-08-28,2022-10-17,66A4zr0HSsnipSuUJQUw,80.0,50.0,Paid,,2022-07,2022-11-26
12917,85782,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12918,40032,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12919,65766,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12920,45750,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12921,25735,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12922,71485,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12923,85782,0.0,2022-07-29,2022-08-28,2022-09-19,RgihzU6pRxz07sE1kXVH,52.0,22.0,Paid,,2022-07,2022-11-26
12924,1718044,0.0,2022-07-29,2022-08-28,2022-09-20,OwCPJi0EvXC87JcEEHSc,53.0,23.0,Paid,,2022-07,2022-11-26
12925,874035,1028277.0,2022-07-29,2022-09-27,,oA4JWOGdLPF3CICH8riJ,,,Overdue,34.0,2022-07,2022-12-26
12926,1748072,0.0,2022-07-29,2022-09-27,2022-10-18,oA4JWOGdLPF3CICH8riJ,81.0,21.0,Paid,,2022-07,2022-12-26
12927,1624769,0.0,2022-07-29,2022-09-27,2022-10-31,oA4JWOGdLPF3CICH8riJ,94.0,34.0,Paid,,2022-07,2022-12-26
12928,21264,0.0,2022-07-29,2022-09-27,2022-11-18,jotXPm0ujkOLCDOQHCfM,112.0,52.0,Paid,,2022-07,2022-12-26
12929,45586,0.0,2022-07-29,2022-08-28,2022-11-18,jotXPm0ujkOLCDOQHCfM,112.0,82.0,Paid,,2022-07,2022-11-26
12930,23922,0.0,2022-07-29,2022-09-27,2022-11-18,jotXPm0ujkOLCDOQHCfM,112.0,52.0,Paid,,2022-07,2022-12-26
12931,101303,0.0,2022-07-29,2022-08-28,2022-11-18,jotXPm0ujkOLCDOQHCfM,112.0,82.0,Paid,,2022-07,2022-11-26
12932,31365,0.0,2022-07-29,2022-09-27,2022-10-14,yMUXolsw5xPmcmo8KRsI,77.0,17.0,Paid,,2022-07,2022-12-26
12933,4514,0.0,2022-07-29,2022-08-28,2022-10-08,6Kc4yvnYL3LTiKqFFq2c,71.0,41.0,Paid,,2022-07,2022-11-26
12934,176957,0.0,2022-07-29,2022-09-12,2022-10-13,iWEOP3YWvAUj6Gg2B4oO,76.0,31.0,Paid,,2022-07,2022-12-11
12935,64515,0.0,2022-07-29,2022-09-27,2022-10-13,lujY0rUNVzvx80az3nKf,76.0,16.0,Paid,,2022-07,2022-12-26
12936,95880,0.0,2022-07-29,2022-09-27,2022-10-13,lujY0rUNVzvx80az3nKf,76.0,16.0,Paid,,2022-07,2022-12-26
12937,47813,0.0,2022-07-29,2022-09-27,2022-09-17,yMUXolsw5xPmcmo8KRsI,50.0,-10.0,Paid,,2022-07,2022-12-26
12938,305235,0.0,2022-07-29,2022-09-27,2022-09-17,yMUXolsw5xPmcmo8KRsI,50.0,-10.0,Paid,,2022-07,2022-12-26
12939,210630,0.0,2022-07-29,2022-09-27,2022-09-17,yMUXolsw5xPmcmo8KRsI,50.0,-10.0,Paid,,2022-07,2022-12-26
