payer_id,total_count,total_lifetime_vol,current_outstanding,avg_days_late,paid_count,total_paid_vol,segment
m2J1hiqkFFNuG3hDcSUA,2,1898986,161607.0,228.0,1.0,1761620.0,Very Late / Risk
mDJkaK8hpiKuSpIZdwh4,4,2796980,0.0,16.5,4.0,2796980.0,Late Payer
mDtIxZeqDCiZy3AI0YOT,31,47625819,42528786.0,31.571428571428573,7.0,11476349.0,Late Payer
mFmpcBRLutu2piC6RqaX,1,90326,0.0,39.0,1.0,90326.0,Late Payer
mUgkN3or6VgGmDTSgXvs,1,5974188,7028456.0,0.0,,,High Risk / Non-Payer
mYZ0BurAOxZtth7sKevy,1,2260518,1004990.0,0.0,,,High Risk / Non-Payer
mZYsgbVELCbCzxoguj9J,42,17390243,8371858.98,150.51724137931035,29.0,9699723.0,Very Late / Risk
mZnoa5B8wAthe0JA6kEr,5,550697,647878.0,0.0,,,High Risk / Non-Payer
mcXRRkfxHK21FM7Z1zzC,4,876954,0.0,8.25,4.0,876954.0,Slow but Steady
meQJxx6s76FVcIR55ODP,16,1666593,602154.0,39.833333333333336,12.0,1154762.0,Late Payer
mprUT2GCLxKTGYhglNas,1,20400,24000.0,0.0,,,High Risk / Non-Payer
n6QMPMr9T9hrGC5sQ2I5,1,17510,3143.0,0.0,,,High Risk / Non-Payer
nELQW5vJOSBCgiwHissH,766,281106857,159513221.0,99.18367346938776,294.0,142150905.0,Very Late / Risk
nFARDJbugqV6pz1OXHpK,16,1565762,1059818.0,16.5,6.0,664916.0,Late Payer
nQZubZQofsCdZwqOAN0F,16,1890058,2223598.0,0.0,,,High Risk / Non-Payer
nXzKiRRFgDbkauXrV4X2,6,1412870,0.0,48.0,6.0,1412870.0,Very Late / Risk
naVoqThUNxK7DhNKur8s,1,1400519,647669.0,0.0,,,High Risk / Non-Payer
ncuDnQfnjMV5cEz5jByl,1,171212,201426.0,0.0,,,High Risk / Non-Payer
neUYtAv58akoncJYBYYH,25,770432,70714.0,7.25,20.0,692051.0,Slow but Steady
np5UkMONpDAoJbd2znPo,1,4330211,0.0,-1.0,1.0,4330211.0,Prompt Payer
nreJOi8roDw5XrmqSVwP,4,454645,0.0,-4.0,4.0,454645.0,Prompt Payer
o0g5nhI2sYwWxiXgIEDl,4,1926318,2266257.0,0.0,,,High Risk / Non-Payer
o4umPWxNAMOhFgi9vqRP,1,28520,0.0,0.0,1.0,28520.0,Prompt Payer
o87MXfC06QezUhhmBb20,20,1530298,0.0,4.65,20.0,1530298.0,Slow but Steady
o8J1CWaf3lz8YEUwWviF,1,149246,0.0,0.0,1.0,149246.0,Prompt Payer
oA4JWOGdLPF3CICH8riJ,34,19078147,3985942.0,43.61290322580645,31.0,15643655.0,Late Payer
oADpFAeJevMh8rMlOYAE,1,661980,778800.0,0.0,,,High Risk / Non-Payer
oHxKPSqufQC0RuKNbuou,2,15816780,12462713.0,79.0,1.0,5223474.0,Very Late / Risk
oL3F7aziHlEaGpQNVnKk,1,58721,69084.0,0.0,,,High Risk / Non-Payer
ocLFbFINuqkyjy4LnNmp,3,5303680,6239624.0,0.0,,,High Risk / Non-Payer
ona3w6RhUThbcLu9P4Jt,2,259038,0.0,8.0,2.0,259038.0,Slow but Steady
oxnwzt5XAz4vdu7iCcYJ,11,2523241,20060.0,19.4,10.0,2506190.0,Late Payer
p14O8i0ECnpLLo0WyfUX,1,202003,0.0,-1.0,1.0,202003.0,Prompt Payer
pFrM78tAhreBhntiEHgH,5,3288356,150694.0,1.0,3.0,2010429.0,Slow but Steady
pKey9MQ59wyF6GhjWM5p,4469,1297902565,304702552.25,57.97538035961272,3615.0,1035865204.0,Very Late / Risk
pLEDrct5xIgnGctAyOCE,3,389640,0.0,-4.333333333333333,3.0,389640.0,Prompt Payer
pPejx2g8MTKXqHPG8bG2,3,436696,513760.0,0.0,,,High Risk / Non-Payer
pZ8qiLHkFLXnw6k7Z6ib,32,5635668,7414.0,27.5,30.0,5208968.0,Late Payer
pksM4UBgUwidE2kfVAaa,9,5864085,461781.0,113.0,8.0,5324579.0,Very Late / Risk
qF9x3QqAlepEkfHlziG7,6,1018014,0.0,42.0,6.0,1018014.0,Late Payer
qHXTGOmZmTepqLYoLGtF,12,2619284,501972.0,29.0,6.0,2192609.0,Late Payer
qHylgMIgc1wGe8eu6wlN,2,172340,0.0,6.0,2.0,172340.0,Slow but Steady
qP8aPNQI3L5pZLvDKK2B,17,1854964,2182311.0,0.0,,,High Risk / Non-Payer
qQ5Qcaj9IFBXb309ED52,1,89302,105061.0,0.0,,,High Risk / Non-Payer
qUQkff4yjDAAZQTI7shk,13,4108489,2373418.0,153.0,3.0,1638852.0,Very Late / Risk
qVTz7DoI5Po2j5MN2M1L,2,2651021,3118849.0,0.0,,,High Risk / Non-Payer
qbqKrKC629WGOoslXu9C,10,13970294,3927873.0,-1.5714285714285714,7.0,10396789.0,Prompt Payer
qdiExl9Lt9L0yZvfraWA,1,137105,0.0,29.0,1.0,137105.0,Late Payer
qefkgYk35Vbjy8CTXEVh,1,90692,106697.0,0.0,,,High Risk / Non-Payer
qeoDcB40zHa1y3mmmqbC,2,130560,0.0,0.0,2.0,130560.0,Prompt Payer
qn3gR1ZTz0Qip5vkpsid,2,236308,141786.0,12.0,1.0,115790.0,Slow but Steady
r8DlcmlHqLGvvnxz9gFd,6,980332,0.0,9.0,6.0,980332.0,Slow but Steady
r9YqcgKpg4zdnc62GstX,5,518118,0.0,2.0,5.0,518118.0,Slow but Steady
rB5hM8HNNwhw4Pgnzhsc,3,892074,1049498.0,0.0,,,High Risk / Non-Payer
ruISstQYFmUDVkNRj5Mc,1,43945,0.0,-14.0,1.0,43945.0,Prompt Payer
ryej13rMSEWlm68mjxF4,26,68048967,39312.0,35.04,25.0,65780361.0,Late Payer
s4k2zThAvv1aEGc5t7rg,1,45534,0.0,44.0,1.0,45534.0,Late Payer
s7D6GB1BagnQoxF8GadJ,6,5047516,0.0,12.0,6.0,5047516.0,Slow but Steady
s8DuTj26JPSfi3L6HbJ1,4,128520,46800.0,0.3333333333333333,3.0,88740.0,Slow but Steady
s9HfG4KbK9KLDYM0d2Al,1,141054,0.0,-26.0,1.0,141054.0,Prompt Payer
sK1DzTY72Pvw3gTRadJd,10,9064315,4504436.0,29.714285714285715,7.0,5235545.0,Late Payer
sMQ5oJin7L859hHayyQn,1,1662649,0.0,191.0,1.0,1662649.0,Very Late / Risk
sUPfkHyfEgLL5PCFs8pF,1,1880910,0.0,1.0,1.0,1880910.0,Slow but Steady
sYIA5UEhaeGMez2QmomH,18,1650648,1454350.0,24.444444444444443,9.0,414449.0,Late Payer
sdyGm1rZXYl94nHvaq4l,31,2089750,317384.0,28.26086956521739,23.0,1819592.0,Late Payer
t15bRKcpI9lxndY48Ylw,1,123930,0.0,-7.0,1.0,123930.0,Prompt Payer
tBX21LGhWwfVkzyF7Vj6,2,258875,304558.0,0.0,,,High Risk / Non-Payer
tCZRpar9k8wVcXhjdqbl,6,632189,371000.0,44.0,5.0,316839.0,Late Payer
tH6pmGGxnBHHOsdVDFvR,50,9235946,7275955.0,39.285714285714285,21.0,2613499.0,Late Payer
tMxEaQtRBSMBWldiUaEU,2,209635,110166.0,0.0,1.0,115994.0,Prompt Payer
tNEggPS4LaDATr5u2R22,5,356322,0.0,1.8,5.0,356322.0,Slow but Steady
tOy4YgOtjWt63tJ5DTMD,5,1410193,0.0,44.8,5.0,1410193.0,Late Payer
taqObEfbTzGh5USK3e6a,1,1151410,1354600.0,0.0,,,High Risk / Non-Payer
tfwrZJGFDIrtN3NR4gAs,3,108271,127378.0,0.0,,,High Risk / Non-Payer
tgvFgRzM9X4NpG0enRBE,13,30782970,0.0,22.153846153846153,13.0,30782970.0,Late Payer
tjFgcJam1OWEoFS8j0FH,184,81293040,27730347.0,61.127272727272725,110.0,57522323.0,Very Late / Risk
tlwm7bf4wEwIQ7UvGax2,4,146270,80515.0,269.0,2.0,77833.0,Very Late / Risk
toFZROtimKAV4CLPnkgH,11,6413462,2696484.0,86.4,5.0,4121451.0,Very Late / Risk
tocxD8KN6aVaqu2BZnFA,2,358701,212850.0,12.0,1.0,177778.0,Slow but Steady
twxlokKEUiDnpSxA7ypF,30,712670,256304.0,8.05,20.0,494811.0,Slow but Steady
u2lOKEBPZyg5XIxBY2Ee,1,249958,0.0,-12.0,1.0,249958.0,Prompt Payer
u9XaOsCQHg8tMd7C7jPM,3,173442,0.0,21.333333333333332,3.0,173442.0,Late Payer
uASSix49yZAqzaokZc8s,11,4708423,2606819.0,121.0,2.0,2195126.0,Very Late / Risk
uAmKOSzN5msnWgbWo83X,1,36489,0.0,19.0,1.0,36489.0,Late Payer
uBoSyHLxAdZLG9lAy02n,33,15545928,10492324.0,59.2,5.0,5712128.0,Very Late / Risk
uUfs2xFI2jWuN9feQpM9,5,734777,330671.0,12.333333333333334,3.0,453706.0,Slow but Steady
uibDpHUuD1qN9XKRrrxg,5,2286840,1988300.0,17.0,1.0,596785.0,Late Payer
ullYMKpaIXE3cG326UfJ,3,375131,441330.0,0.0,,,High Risk / Non-Payer
unhNtimqvN0DIkUUr80z,5,6340520,1602357.0,12.75,4.0,4978517.0,Slow but Steady
uptQkmBNsaUieQyCHloX,32,3977102,2688482.0,23.0,9.0,1679858.0,Late Payer
urA8oi9jXtdxFnG8UaWK,74,29595192,33611122.0,-13.0,1.0,117649.0,Prompt Payer
us6VYOfxGVf591sjl00g,17,8532510,5805529.0,13.88888888888889,9.0,3597809.0,Slow but Steady
uuVjcMN0LJtp1LSMlsxE,2,2376688,1113391.0,30.0,1.0,1430306.0,Late Payer
ux8dkohGndMkUxzhPrxI,9,1484450,0.0,31.88888888888889,9.0,1484450.0,Late Payer
v0CbnauPZ0veWDSnOdZF,1,59498,69998.0,0.0,,,High Risk / Non-Payer
vB8ptBkosahW6jOB8234,32,7274420,4080142.0,7.285714285714286,21.0,3448832.0,Slow but Steady
vMt0jER2hcgOXlNQNXav,1,138973,163498.0,0.0,,,High Risk / Non-Payer
vQx2nTEU91CQA1n7WrQK,4,450840,230400.0,0.0,,,High Risk / Non-Payer
vfsPODI0uo8KKa9uMo0v,1,90086,0.0,29.0,1.0,90086.0,Late Payer
vgxF6yCdfirSSx6cAw63,8,11527881,229094.0,38.8,5.0,11333151.0,Late Payer
vhW010l4q7VwDsY64K0X,30,1297440,835200.0,19.5,12.0,518976.0,Late Payer
vkNEm6wTBFnPboH7K8Ec,22,2784914,0.0,98.68181818181819,22.0,2784914.0,Very Late / Risk
vkZrmSOt9aE2fPcphIZr,4,9178663,8455465.27,0.0,,,High Risk / Non-Payer
vsKNGOfgQbaSoWSQdIY1,1,292740,0.0,16.0,1.0,292740.0,Late Payer
vxt7xYB5bx0OuvfE99hH,24,4509319,0.0,30.208333333333332,24.0,4509319.0,Late Payer
w7TWUL5cbJ43hYdVEzFU,72,139653978,128910289.0,83.875,16.0,30080234.0,Very Late / Risk
wFbrsfW3m848kZCfLHe5,43,49433810,25863211.0,29.473684210526315,19.0,24456145.0,Late Payer
wPe8rI8GcZORXC2wjYyh,26,31649327,0.0,4.615384615384615,26.0,31649327.0,Slow but Steady
wZoX86G4NYwLrXdh1r0n,10,320561,377130.0,0.0,,,High Risk / Non-Payer
wlufMf8KMJApJI6D2B4P,3,1126687,0.0,44.0,3.0,1126687.0,Late Payer
wmTbRI2RvICA3utRr0qE,10,632294,530000.0,60.4,5.0,181794.0,Very Late / Risk
wr2hZ3hNepenF3lo27M5,1,1708861,0.0,4.0,1.0,1708861.0,Slow but Steady
wsC37DW6awVZND4wQoaq,24,2285182,2326249.0,43.0,1.0,55420.0,Late Payer
x7ds71QmGGysQ3OxWDt6,14,3456288,24514.0,-2.5,12.0,3403524.0,Prompt Payer
x8oP38BaO29QPpQno3Is,3,68340,0.0,-2.3333333333333335,3.0,68340.0,Prompt Payer
x9Ow6f6CfJu9m9cZAef0,2,2740489,0.0,15.5,2.0,2740489.0,Late Payer
x9ogfHzGZ9ck4pf3ShIm,4,5947851,0.0,0.5,4.0,5947851.0,Slow but Steady
xGXYElvBGThTUbrdJ4Cw,11,1699996,0.0,34.81818181818182,11.0,1699996.0,Late Payer
xHVnjkKDUgWJnn4xaAaD,21,2849682,1.0,54.65,20.0,2825776.0,Very Late / Risk
xLY15zHYLkMaLUjVHaHY,1,1895163,0.0,6.0,1.0,1895163.0,Slow but Steady
xO3iWbvoRvz4EJT3a9HW,7,267710,0.0,-1.8571428571428572,7.0,267710.0,Prompt Payer
xOgsoHdbiTOzVH1xvcyR,2,2006261,0.0,93.0,2.0,2006261.0,Very Late / Risk
xWqs4ggh91ydsV6XHrkE,1,1137873,0.0,10.0,1.0,1137873.0,Slow but Steady
xXB1XzKBlq1A8aKa9MtS,27,2910394,0.0,-4.703703703703703,27.0,2910394.0,Prompt Payer
xe7F7H9RXXlM7hPB3T6O,119,9952136,3154399.0,72.63855421686748,83.0,7080795.0,Very Late / Risk
xeNxNGhzQsFzHAYByIcz,2,2549493,0.0,40.0,2.0,2549493.0,Late Payer
xmKby8JBWyWXS3R1EAax,54,110740576,0.0,25.685185185185187,54.0,110740576.0,Late Payer
xsVoWOxeou5bCYdDZHLU,1,59670,0.0,0.0,1.0,59670.0,Prompt Payer
xvRPXJiUpfMkPLm7XQ5z,5,5552422,6532261.0,0.0,,,High Risk / Non-Payer
y180k97MnHt6EgwCl4TX,18,2156701,0.0,145.44444444444446,18.0,2156701.0,Very Late / Risk
y5Jxhor8NKKsSCDJLk2j,33,9057515,816229.0,125.22222222222223,27.0,8247415.0,Very Late / Risk
y6B38Ocwi2F0JjpoWcz6,2,443904,0.0,99.0,2.0,443904.0,Very Late / Risk
yABr7Yr3WdPCy3n9vsHu,25,4096217,2041.44,72.35,20.0,3274520.0,Very Late / Risk
yAb66ZhVCO0GgsNyK1lG,57,997688,429900.0,30.029411764705884,34.0,632273.0,Late Payer
yMUXolsw5xPmcmo8KRsI,162,40767747,21259357.92,11.0,137.0,22641524.0,Slow but Steady
yPeMoGDmQEmXiczEJTFH,3,5639134,1235709.0,34.0,2.0,3186589.0,Late Payer
yRBJU6FTJpqeUK2Sn2cc,46,3642736,0.0,1.8043478260869565,46.0,3642736.0,Slow but Steady
ySh41VMxOiAu6LahiV17,1,1414052,1663591.0,0.0,,,High Risk / Non-Payer
yXYkg0bLFYdoO4HwkwXQ,1,1307090,0.0,22.0,1.0,1307090.0,Late Payer
yXl8sa33E86NFYYEyxLg,3,113220,0.0,3.3333333333333335,3.0,113220.0,Slow but Steady
yZqcBIHWFmLXYEB9CTDL,3,5822041,0.0,63.333333333333336,3.0,5822041.0,Very Late / Risk
ybuESbBMn42FQt6Z89TM,2,117258,0.0,17.0,2.0,117258.0,Late Payer
ydRcPWQOWYOiAmhhXrNx,3,56451,0.0,-24.0,3.0,56451.0,Prompt Payer
ynVBMPsKmKy7DgnV2CEX,2,185895,0.0,-7.5,2.0,185895.0,Prompt Payer
ynbDgTvgv77SMo95BbOW,40,3046106,983650.0,51.55,20.0,1926228.0,Very Late / Risk
ypv1v7x0cWCWwn0kiX0b,4,817691,0.0,57.25,4.0,817691.0,Very Late / Risk
yqXLum98zu2OG81bvKK5,3,3994276,0.0,2.0,3.0,3994276.0,Slow but Steady
ytblRPiFgIao0UVldWML,7,343326,62776.0,7.2,5.0,289967.0,Slow but Steady
z0RNUGhzwTe76iVBc1AO,6,10099638,5000000.0,27.0,2.0,4679711.0,Late Payer
z7oIcdMtQYnuEa1rvGdQ,26,3659488,862150.0,33.65,20.0,2229575.0,Late Payer
zC6k7qRVDr0RJJ1lG0Zv,3,335070,394200.0,0.0,,,High Risk / Non-Payer
zTGE6kZAHNyoSVAdVU7S,10,5010924,3666639.0,22.0,1.0,1296878.0,Late Payer
zUHGBtTeGOYqAmCOn6bq,9,19250675,22647853.0,0.0,,,High Risk / Non-Payer
zWH50OhU94uh2aDFEO9K,14,387063,0.0,35.357142857142854,14.0,387063.0,Late Payer
zXOdHOUQ2oenSi8Th1Cu,48,15232767,1412360.0,34.91304347826087,46.0,13593788.0,Late Payer
za9xkYmmc1LgzavNsK5V,41,12722753,3655582.0,49.06060606060606,33.0,9615508.0,Very Late / Risk
zd9b1GDmK2bIEFvEJR88,5,804314,946250.0,0.0,,,High Risk / Non-Payer
zh016u4Oih5ZC3JFgqip,2,1151137,1354278.0,0.0,,,High Risk / Non-Payer
zwFmuj7p6kSPheLzMiSm,49,18957186,1200200.0,13.708333333333334,48.0,17937016.0,Slow but Steady
zxlsqdY9vR6l4Fxcd9ip,2,277695,0.0,2.5,2.0,277695.0,Slow but Steady
